"WID","login_count","level"
W16973,31,3
W16974,424,39
W16975,5,3
W16976,7,6
W16977,14,5
W16978,2,1
W16979,2,1
W16980,4,1
W16981,4,7
W16982,6,6
W16983,2,1
W16984,480,46
W16985,20,10
W16986,13,1
W16987,9,14
W16988,3,11
W16989,6,6
W16990,13,1
W16991,20,8
W16992,3,1
W16993,7,1
W16994,3,1
W16995,82,22
W16996,957,54
W16997,3,3
W16998,12,13
W16999,11,15
W17000,5,1
W17001,8,3
W17002,5,11
W17003,41,13
W17004,30,19
W17005,5,2
W17006,7,7
W17007,11,1
W17008,1,1
W17009,10,7
W17010,9,1
W17011,57,21
W17012,10,1
W17013,3,3
W17014,164,33
W17015,3,1
W17016,41,15
W17017,89,26
W17018,15,11
W17019,4,5
W17020,5,14
W17021,15,13
W17022,1,1
W17023,1,1
W17024,3,1
W17025,1,1
W17026,5,1
W17027,8,5
W17028,14,13
W17029,7,1
W17030,7,7
W17031,6,3
W17032,90,26
W17033,6,6
W17034,64,19
W17035,5,9
W17036,3,3
W17037,22,3
W17038,2,1
W17039,237,37
W17040,6,1
W17041,137,30
W17042,47,20
W17043,7,4
W17044,2,1
W17045,4,2
W17046,6,6
W17047,3,1
W17048,2,1
W17049,5,1
W17050,1,1
W17051,3,1
W17052,3,5
W17053,5,1
W17054,11,3
W17055,8,1
W17056,47,29
W17057,3,2
W17058,1,1
W17059,1,1
W17060,357,30
W17061,43,21
W17062,25,19
W17063,10,1
W17064,5,2
W17065,7,2
W17066,180,37
W17067,3,4
W17068,27,15
W17069,8,10
W17070,15,4
W17071,438,41
W17072,45,19
W17073,3,1
W17074,2,1
W17075,14,12
W17076,132,31
W17077,3,1
W17078,3,1
W17079,65,16
W17080,155,45
W17081,217,41
W17082,63,19
W17083,2,1
W17084,215,38
W17085,18,13
W17086,69,25
W17087,2,1
W17088,3,1
W17089,365,39
W17090,141,35
W17091,1,1
W17092,29,20
W17093,3,1
W17094,42,16
W17095,2,1
W17096,5,9
W17097,11,6
W17098,14,13
W17099,2,1
W17100,6,5
W17101,27,14
W17102,2,3
W17103,8,3
W17104,16,6
W17105,6,6
W17106,21,12
W17107,18,1
W17108,3,1
W17109,5,1
W17110,5,1
W17111,2,6
W17112,1,1
W17113,229,22
W17114,6,3
W17115,32,10
W17116,1031,38
W17117,6,6
W17118,14,1
W17119,2,4
W17120,1,1
W17121,27,17
W17122,2,1
W17123,8,1
W17124,35,13
W17125,4,12
W17126,7,5
W17127,2,1
W17128,127,29
W17129,354,37
W17130,5,1
W17131,2,1
W17132,2,1
W17133,11,4
W17134,13,1
W17135,3,5
W17136,3,1
W17137,99,36
W17138,4,1
W17139,3,1
W17140,2,1
W17141,76,21
W17142,4,7
W17143,2,1
W17144,3,1
W17145,4,5
W17146,11,12
W17147,2,1
W17148,7,9
W17149,3,5
W17150,1,1
W17151,192,34
W17152,7,7
W17153,3,4
W17154,3,1
W17155,7,2
W17156,1,1
W17157,1,1
W17158,26,14
W17159,7,5
W17160,11,11
W17161,558,46
W17162,7,11
W17163,17,4
W17164,21,17
W17165,5,1
W17166,68,18
W17167,17,13
W17168,2,1
W17169,2,1
W17170,39,20
W17171,2,1
W17172,8,1
W17173,1,1
W17174,329,30
W17175,7,12
W17176,80,17
W17177,18,9
W17178,1082,38
W17179,1,1
W17180,24,22
W17181,71,15
W17182,13,13
W17183,6,1
W17184,11,1
W17185,8,1
W17186,4,1
W17187,36,19
W17188,4188,40
W17189,13,5
W17190,9,1
W17191,247,25
W17192,5,4
W17193,4,1
W17194,23,18
W17195,14,15
W17196,6,5
W17197,13,3
W17198,57,13
W17199,7,1
W17200,26,4
W17201,109,21
W17202,28,17
W17203,1,1
W17204,5,1
W17205,3,3
W17206,45,17
W17207,5,1
W17208,398,23
W17209,16,3
W17210,7,10
W17211,1,1
W17212,5,1
W17213,2,9
W17214,19,8
W17215,127,29
W17216,5,10
W17217,46,19
W17218,325,23
W17219,10,2
W17220,19,9
W17221,3,1
W17222,21,11
W17223,97,16
W17224,3,1
W17225,32,19
W17226,25,17
W17227,10,9
W17228,18,15
W17229,32,10
W17230,13,9
W17231,4,4
W17232,34,16
W17233,1,1
W17234,1,1
W17235,6,9
W17236,12,16
W17237,4,12
W17238,18,16
W17239,6,1
W17240,8,7
W17241,24,25
W17242,6,1
W17243,6,8
W17244,10,9
W17245,165,37
W17246,6,1
W17247,89,24
W17248,16,10
W17249,5,10
W17250,3,1
W17251,7,11
W17252,3,6
W17253,4,5
W17254,2,1
W17255,4,5
W17256,1300,37
W17257,2,1
W17258,8,7
W17259,20,17
W17260,5,1
W17261,230,34
W17262,9,10
W17263,6,11
W17264,1,1
W17265,14,14
W17266,14,12
W17267,17,22
W17268,3,5
W17269,3,1
W17270,5,12
W17271,61,15
W17272,2,2
W17273,815,44
W17274,12,6
W17275,8,6
W17276,37,16
W17277,10,12
W17278,2,1
W17279,21,17
W17280,40,17
W17281,131,18
W17282,3,1
W17283,3,1
W17284,18,22
W17285,81,29
W17286,14,13
W17287,3,1
W17288,10,1
W17289,435,44
W17290,23,1
W17291,1,1
W17292,10,3
W17293,198,38
W17294,120,33
W17295,838,18
W17296,358,38
W17297,102,21
W17298,24,17
W17299,4,3
W17300,6,8
W17301,7,6
W17302,2,2
W17303,13,8
W17304,5,10
W17305,6,1
W17306,8,8
W17307,2,1
W17308,4,7
W17309,5,4
W17310,6,1
W17311,2,1
W17312,16,19
W17313,79,19
W17314,23,18
W17315,33,27
W17316,96,23
W17317,3,1
W17318,3,1
W17319,91,27
W17320,54,5
W17321,6,10
W17322,4,10
W17323,1,1
W17324,3,1
W17325,4,3
W17326,2,5
W17327,6,8
W17328,8,1
W17329,1,1
W17330,5,1
W17331,8,3
W17332,7,3
W17333,2,1
W17334,7,8
W17335,19,7
W17336,154,27
W17337,12,1
W17338,5,11
W17339,15,13
W17340,4,6
W17341,5,3
W17342,10,14
W17343,36,12
W17344,1,1
W17345,3,1
W17346,38,17
W17347,2,1
W17348,48,19
W17349,163,18
W17350,92,26
W17351,165,27
W17352,2,1
W17353,158,38
W17354,5,1
W17355,2,1
W17356,5,1
W17357,5,3
W17358,26,12
W17359,3,1
W17360,25,18
W17361,7,1
W17362,3,1
W17363,2,2
W17364,33,13
W17365,5,8
W17366,86,14
W17367,645,55
W17368,19,7
W17369,45,22
W17370,4,1
W17371,14,8
W17372,4,12
W17373,1,1
W17374,15,6
W17375,6,6
W17376,6,13
W17377,40,19
W17378,262,35
W17379,34,12
W17380,15,22
W17381,4,3
W17382,3,4
W17383,5,1
W17384,7,2
W17385,3,1
W17386,7,1
W17387,30,11
W17388,90,5
W17389,44,16
W17390,1,1
W17391,9,3
W17392,17,4
W17393,1,1
W17394,128,23
W17395,58,13
W17396,70,18
W17397,39,11
W17398,55,28
W17399,6,5
W17400,3,1
W17401,29,27
W17402,11,1
W17403,7,10
W17404,45,19
W17405,34,8
W17406,21,11
W17407,1,1
W17408,62,16
W17409,1,1
W17410,24,3
W17411,9,8
W17412,8,11
W17413,3,1
W17414,45,21
W17415,2,1
W17416,24,14
W17417,4,7
W17418,2,5
W17419,11,11
W17420,86,34
W17421,3,6
W17422,96,26
W17423,6,3
W17424,15,12
W17425,141,29
W17426,8,4
W17427,3,1
W17428,179,39
W17429,158,23
W17430,1,1
W17431,23,20
W17432,45,19
W17433,2,4
W17434,7,13
W17435,17,13
W17436,3,3
W17437,14,6
W17438,14,1
W17439,25,23
W17440,79,11
W17441,27,19
W17442,7,1
W17443,6,1
W17444,8,1
W17445,2,1
W17446,1,1
W17447,8,7
W17448,5,1
W17449,1,1
W17450,2,1
W17451,2,1
W17452,4,1
W17453,1,1
W17454,15,15
W17455,1,1
W17456,78,30
W17457,19,15
W17458,1,1
W17459,458,36
W17460,13,17
W17461,3,10
W17462,82,11
W17463,55,24
W17464,3,3
W17465,19,10
W17466,4,5
W17467,10,15
W17468,132,31
W17469,6,1
W17470,1,1
W17471,6,12
W17472,374,45
W17473,6,3
W17474,1,1
W17475,102,35
W17476,2,1
W17477,7,5
W17478,3,1
W17479,2,1
W17480,56,18
W17481,83,8
W17482,7,13
W17483,168,30
W17484,1,1
W17485,109,28
W17486,18,13
W17487,4,1
W17488,514,43
W17489,24,13
W17490,4,1
W17491,44,26
W17492,44,14
W17493,13,11
W17494,30,22
W17495,30,15
W17496,25,17
W17497,21,14
W17498,8,12
W17499,97,28
W17500,228,32
W17501,2,1
W17502,44,18
W17503,8,7
W17504,237,40
W17505,158,35
W17506,2,1
W17507,204,27
W17508,154,34
W17509,5,1
W17510,4,3
W17511,3,1
W17512,1,1
W17513,4,10
W17514,40,17
W17515,1,1
W17516,6,8
W17517,30,26
W17518,19,8
W17519,6,11
W17520,62,19
W17521,3,1
W17522,7,6
W17523,5,1
W17524,15,12
W17525,1,1
W17526,549,49
W17527,23,13
W17528,12,1
W17529,22,19
W17530,1,1
W17531,1,1
W17532,3,2
W17533,12,7
W17534,256,40
W17535,4,3
W17536,56,18
W17537,256,38
W17538,173,29
W17539,4,2
W17540,4,1
W17541,2,1
W17542,8,1
W17543,31,21
W17544,43,20
W17545,15,16
W17546,20,15
W17547,87,16
W17548,30,16
W17549,12,6
W17550,1,1
W17551,3,1
W17552,14,8
W17553,3,4
W17554,16,11
W17555,3,10
W17556,2,3
W17557,162,32
W17558,21,20
W17559,2,1
W17560,2,1
W17561,6,1
W17562,2,1
W17563,6,4
W17564,79,17
W17565,3,1
W17566,3,5
W17567,11,13
W17568,11,4
W17569,22,13
W17570,51,16
W17571,24,11
W17572,2,1
W17573,11,1
W17574,5,7
W17575,2,1
W17576,67,30
W17577,46,29
W17578,9,8
W17579,1,1
W17580,190,26
W17581,1,1
W17582,878,46
W17583,7,1
W17584,30,5
W17585,4,2
W17586,9,15
W17587,1,1
W17588,177,33
W17589,91,28
W17590,7,8
W17591,2,1
W17592,480,51
W17593,16,9
W17594,3,1
W17595,15,1
W17596,11,10
W17597,277,42
W17598,11,12
W17599,12,1
W17600,2,3
W17601,6,6
W17602,3,1
W17603,11,14
W17604,674,45
W17605,74,23
W17606,31,28
W17607,10,12
W17608,15,11
W17609,24,21
W17610,26,12
W17611,9,1
W17612,3,4
W17613,17,13
W17614,92,24
W17615,78,29
W17616,12,9
W17617,2,1
W17618,1,1
W17619,35,16
W17620,13,1
W17621,2,1
W17622,2,1
W17623,4,1
W17624,29,13
W17625,24,18
W17626,5,5
W17627,2,1
W17628,4,1
W17629,2,1
W17630,101,26
W17631,1,1
W17632,54,23
W17633,17,12
W17634,2,1
W17635,1,1
W17636,2,1
W17637,888,45
W17638,39,15
W17639,6,8
W17640,50,19
W17641,4,1
W17642,4,10
W17643,6,1
W17644,2,1
W17645,5,6
W17646,1,1
W17647,5,1
W17648,7,6
W17649,11,14
W17650,1,1
W17651,35,17
W17652,7,12
W17653,5,3
W17654,2,1
W17655,5,1
W17656,17,13
W17657,9,6
W17658,9,6
W17659,11,5
W17660,1,1
W17661,5,1
W17662,9,2
W17663,4,1
W17664,4,9
W17665,23,13
W17666,193,52
W17667,2,1
W17668,3,1
W17669,2,1
W17670,6,1
W17671,14,5
W17672,18,9
W17673,57,24
W17674,5,5
W17675,6,4
W17676,2,1
W17677,2,3
W17678,25,18
W17679,8,1
W17680,10,12
W17681,15,16
W17682,1,1
W17683,4,1
W17684,11,11
W17685,29,15
W17686,21,13
W17687,8,14
W17688,89,23
W17689,17,16
W17690,173,19
W17691,126,27
W17692,5,9
W17693,1,1
W17694,45,21
W17695,3,5
W17696,287,39
W17697,46,18
W17698,534,44
W17699,31,24
W17700,1,1
W17701,22,6
W17702,12,15
W17703,4,2
W17704,11,11
W17705,1,1
W17706,1,1
W17707,3,2
W17708,7,4
W17709,132,32
W17710,3,1
W17711,5,1
W17712,22,7
W17713,4,2
W17714,7,1
W17715,48,14
W17716,2,1
W17717,86,10
W17718,7,1
W17719,6,4
W17720,18,8
W17721,7,16
W17722,21,7
W17723,4,1
W17724,9,15
W17725,5,6
W17726,49,14
W17727,4,2
W17728,2,3
W17729,4,1
W17730,6,5
W17731,180,37
W17732,51,19
W17733,2,1
W17734,3,8
W17735,2,3
W17736,8,10
W17737,283,38
W17738,171,37
W17739,273,34
W17740,91,18
W17741,1,1
W17742,36,18
W17743,1,1
W17744,22,11
W17745,83,31
W17746,167,43
W17747,14,1
W17748,234,21
W17749,40,22
W17750,19,1
W17751,1,1
W17752,81,24
W17753,25,16
W17754,8,10
W17755,1,1
W17756,5,7
W17757,166,34
W17758,13,1
W17759,5,1
W17760,20,23
W17761,53,18
W17762,20,6
W17763,38,14
W17764,49,25
W17765,3,1
W17766,3,1
W17767,146,14
W17768,3,1
W17769,1,1
W17770,1,1
W17771,183,28
W17772,150,24
W17773,1,1
W17774,4,1
W17775,11,9
W17776,1,1
W17777,5,4
W17778,23,20
W17779,3,1
W17780,14,7
W17781,6,2
W17782,20,14
W17783,16,13
W17784,208,22
W17785,1,1
W17786,4,1
W17787,4,1
W17788,2,2
W17789,8,1
W17790,1,1
W17791,1,1
W17792,1,1
W17793,140,17
W17794,3,1
W17795,7,7
W17796,2,1
W17797,9,5
W17798,106,17
W17799,9,11
W17800,53,25
W17801,8,3
W17802,1,1
W17803,5,10
W17804,20,10
W17805,5,2
W17806,8,9
W17807,1,1
W17808,13,4
W17809,1,1
W17810,112,22
W17811,8,1
W17812,6,12
W17813,25,1
W17814,2,1
W17815,17,7
W17816,8,1
W17817,6,4
W17818,2,1
W17819,33,12
W17820,41,16
W17821,5,1
W17822,7,15
W17823,1,1
W17824,2,1
W17825,404,44
W17826,4,1
W17827,2,1
W17828,6,7
W17829,546,42
W17830,3,1
W17831,8,6
W17832,1,1
W17833,3,1
W17834,3,5
W17835,10,3
W17836,3,1
W17837,6,1
W17838,1240,51
W17839,23,8
W17840,643,49
W17841,6,2
W17842,5,5
W17843,31,15
W17844,1,1
W17845,47,16
W17846,7,3
W17847,5,2
W17848,227,41
W17849,13,3
W17850,15,1
W17851,15,7
W17852,3,3
W17853,619,40
W17854,2,1
W17855,62,12
W17856,2,1
W17857,7,1
W17858,13,12
W17859,266,30
W17860,1,1
W17861,94,17
W17862,1,1
W17863,29,12
W17864,17,15
W17865,7,1
W17866,48,10
W17867,4,1
W17868,258,35
W17869,1,1
W17870,14,13
W17871,397,42
W17872,3,1
W17873,1,1
W17874,39,21
W17875,4,4
W17876,3,4
W17877,196,31
W17878,168,31
W17879,274,43
W17880,21,3
W17881,3,1
W17882,30,9
W17883,9,9
W17884,2,1
W17885,16,1
W17886,86,21
W17889,25,22
W17890,44,6
W17891,6,10
W17892,76,33
W17893,1,1
W17894,34,17
W17895,2,1
W17896,57,22
W17897,2,1
W17898,1,1
W17899,348,38
W17900,72,23
W17901,27,15
W17902,2,1
W17903,89,29
W17904,3,1
W17905,29,21
W17906,12,9
W17907,31,15
W17908,2,1
W17909,8,10
W17910,27,15
W17911,21,18
W17912,10,2
W17913,5,7
W17914,5,6
W17915,9,10
W17916,3,6
W17917,18,17
W17918,2,1
W17919,10,11
W17920,4,1
W17921,3,1
W17922,3,1
W17923,96,19
W17924,3,6
W17925,33,16
W17926,4,5
W17927,2,3
W17928,2,1
W17929,9,9
W17930,32,15
W17931,10,16
W17932,30,9
W17933,125,25
W17934,9,1
W17935,10,5
W17936,11,2
W17937,6,3
W17938,105,26
W17939,32,10
W17940,6,10
W17941,504,39
W17942,14,15
W17943,1,1
W17944,5,2
W17945,14,10
W17946,3,1
W17947,3,1
W17948,45,15
W17949,57,10
W17950,24,20
W17951,3,1
W17952,27,11
W17953,26,3
W17954,23,8
W17955,14,18
W17956,11,2
W17957,6,12
W17958,7,2
W17959,9,1
W17960,149,22
W17961,5,1
W17962,12,11
W17963,5,1
W17964,353,37
W17965,1,1
W17966,2,1
W17967,2,1
W17968,10,4
W17969,19,14
W17970,1,1
W17971,24,6
W17972,1,1
W17973,4,10
W17974,1,1
W17975,21,3
W17976,7,13
W17977,18,1
W17978,2,6
W17979,1,1
W17980,9,9
W17981,2,6
W17982,1,1
W17983,9,2
W17984,18,16
W17985,13,14
W17986,6,11
W17987,1,1
W17988,6,2
W17989,55,7
W17990,2,1
W17991,2141,44
W17992,110,11
W17993,14,6
W17994,7,6
W17995,6,1
W17996,49,24
W17997,1,1
W17998,55,30
W17999,2,1
W18000,30,12
W18001,2,1
W18002,28,22
W18003,17,11
W18004,1,1
W18005,8,10
W18006,114,17
W18007,3,7
W18008,85,24
W18009,8,8
W18010,31,16
W18011,291,45
W18012,5,10
W18013,34,4
W18014,21,15
W18015,4,1
W18016,6,1
W18017,2,1
W18018,7,1
W18019,28,17
W18020,2,1
W18021,2,1
W18022,10,1
W18023,10,1
W18024,72,18
W18025,14,16
W18026,6,5
W18027,5,1
W18028,5,2
W18029,521,44
W18030,3,6
W18031,35,6
W18032,3,2
W18033,5,1
W18034,46,22
W18035,130,43
W18036,83,21
W18037,3,4
W18038,4,1
W18039,42,20
W18040,222,29
W18041,24,2
W18042,5,1
W18043,4,7
W18044,22,11
W18045,95,33
W18046,6,1
W18047,206,23
W18048,2,4
W18049,5,1
W18050,5,1
W18051,1955,54
W18052,33,8
W18053,3,4
W18054,8,1
W18055,36,17
W18056,16,9
W18057,2,5
W18058,2,1
W18059,3,2
W18060,145,27
W18061,2,1
W18062,3,5
W18063,7,10
W18064,20,20
W18065,1,1
W18066,3,2
W18067,7,10
W18068,1,1
W18069,3,3
W18070,24,4
W18071,6,1
W18072,6,9
W18073,30,11
W18074,63,25
W18075,5,8
W18076,1,1
W18077,35,9
W18078,21,11
W18079,30,20
W18080,4,1
W18081,1,1
W18082,94,19
W18083,3,1
W18084,1,1
W18085,22,19
W18086,23,6
W18087,9,1
W18088,7,7
W18089,45,23
W18090,155,31
W18091,134,10
W18092,5,1
W18093,1,1
W18094,70,13
W18095,526,48
W18096,3,1
W18097,1,1
W18098,35,19
W18099,1,1
W18100,1,1
W18101,3,1
W18102,22,13
W18103,22,8
W18104,10,13
W18105,2,1
W18106,531,40
W18107,12,7
W18108,21,11
W18109,20,16
W18110,10,14
W18111,19,15
W18112,11,11
W18113,31,13
W18114,202,32
W18115,2,1
W18116,26,7
W18117,1,1
W18118,1,1
W18119,63,25
W18120,453,19
W18121,2,1
W18122,28,12
W18123,10,6
W18124,1,1
W18125,39,11
W18126,1,1
W18127,4,7
W18128,4,1
W18129,2132,39
W18130,3,7
W18131,31,23
W18132,54,25
W18133,6,1
W18134,4,5
W18135,2,1
W18136,5,8
W18137,1,1
W18138,59,24
W18139,103,29
W18140,240,34
W18141,30,19
W18142,5,5
W18143,3,1
W18144,7,2
W18145,23,16
W18146,2,1
W18147,17,11
W18148,146,30
W18149,9,11
W18150,22,15
W18151,4,3
W18152,1,1
W18153,1,1
W18154,2,1
W18155,2,1
W18156,24,13
W18157,1,1
W18158,1,1
W18159,2,1
W18160,18,15
W18161,16,14
W18162,1,1
W18163,28,6
W18164,34,12
W18165,3,9
W18166,278,39
W18167,3,5
W18168,6,4
W18169,1,1
W18170,17,9
W18171,5,4
W18172,12,1
W18173,3,1
W18174,4,3
W18175,3,10
W18176,3,5
W18177,947,46
W18178,6,4
W18179,9,5
W18180,102,29
W18181,5,5
W18182,2,1
W18183,22,8
W18184,2,1
W18185,984,45
W18186,11,1
W18187,10,9
W18188,1,1
W18189,6,6
W18190,4,7
W18191,2,1
W18192,2,1
W18193,1,1
W18194,827,47
W18195,194,38
W18196,2,1
W18197,5,1
W18198,47,21
W18199,129,29
W18200,1,1
W18201,125,30
W18202,5,8
W18203,19,12
W18204,25,14
W18205,4,1
W18206,2,5
W18207,8,1
W18208,31,21
W18209,4,3
W18210,4,1
W18211,69,7
W18212,2,1
W18213,2,6
W18214,33,11
W18215,26,13
W18216,6,8
W18217,1,1
W18218,19,5
W18219,30,27
W18220,5,1
W18221,3,1
W18222,12,7
W18223,11,14
W18224,15,5
W18225,69,21
W18226,2,4
W18227,2,5
W18228,2,5
W18229,4,9
W18230,6,13
W18231,2,1
W18232,19,12
W18233,1,1
W18234,3,9
W18235,14,16
W18236,56,19
W18237,2,1
W18238,21,12
W18239,73,20
W18240,42,14
W18241,11,1
W18242,13,14
W18243,7,1
W18244,7,8
W18245,4,2
W18246,15,1
W18247,3,2
W18248,48,16
W18249,11,9
W18250,4,5
W18251,1,1
W18252,11,10
W18253,6,1
W18254,14,1
W18255,14,1
W18256,37,11
W18257,10,1
W18258,692,29
W18259,26,3
W18260,143,17
W18261,68,18
W18262,2,5
W18263,3,5
W18264,6,1
W18265,6,11
W18266,477,31
W18267,18,1
W18268,96,21
W18269,4,6
W18270,1,1
W18271,15,17
W18272,1,1
W18273,3,1
W18274,12,7
W18275,16,1
W18276,2,1
W18277,24,13
W18278,5,1
W18279,8,1
W18280,22,1
W18281,2,9
W18282,1,1
W18283,4,1
W18284,1,1
W18285,8,3
W18286,3,5
W18287,1,1
W18288,2,1
W18289,5,1
W18290,26,17
W18291,1,1
W18292,9,4
W18293,11,2
W18294,2,1
W18295,13,8
W18296,4,1
W18297,14,6
W18298,1,1
W18299,7,9
W18300,64,22
W18301,4,1
W18302,2,1
W18303,11,13
W18304,142,35
W18305,7,1
W18306,3,3
W18307,3,1
W18308,23,11
W18309,5,2
W18310,1,1
W18311,10,12
W18312,49,16
W18313,79,20
W18314,17,19
W18315,2,1
W18316,2,1
W18317,11,2
W18318,2,1
W18319,5,10
W18320,8,5
W18321,3,10
W18322,8,8
W18323,1,1
W18324,59,22
W18325,11,1
W18326,41,20
W18327,17,9
W18328,10,9
W18329,3,9
W18330,1668,36
W18331,12,8
W18332,135,19
W18333,406,40
W18334,73,14
W18335,25,17
W18336,74,21
W18337,38,21
W18338,22,18
W18339,27,17
W18340,22,9
W18341,30,13
W18342,9,8
W18343,6,10
W18344,155,32
W18345,5,5
W18346,10,11
W18347,2,1
W18348,14,10
W18349,4,1
W18350,2,5
W18351,16,2
W18352,1,1
W18353,4,2
W18354,1,1
W18355,1,1
W18356,127,26
W18357,3,2
W18358,6,1
W18359,7,14
W18360,25,11
W18361,62,26
W18362,1,1
W18363,1,1
W18364,98,20
W18365,19,14
W18366,2,1
W18367,68,27
W18368,11,8
W18369,10,4
W18370,7,5
W18371,16,18
W18372,1,1
W18373,1,1
W18374,16,18
W18375,55,21
W18376,4,1
W18377,94,23
W18378,3,4
W18379,10,7
W18380,1,1
W18381,2,1
W18382,9,2
W18383,3,4
W18384,3,2
W18385,7,2
W18386,9,6
W18387,4,1
W18388,13,12
W18389,2,5
W18390,22,8
W18391,29,21
W18392,52,21
W18393,50,18
W18394,182,39
W18395,11,1
W18396,99,20
W18397,3,1
W18398,130,34
W18399,1,1
W18400,5,6
W18401,213,39
W18402,303,10
W18403,5,1
W18404,21,19
W18405,150,37
W18406,64,29
W18407,18,18
W18408,1,1
W18409,13,5
W18410,7,5
W18411,11,6
W18412,25,10
W18413,33,13
W18414,1,1
W18415,11,1
W18416,2,2
W18417,45,16
W18418,9,8
W18419,2,1
W18420,57,33
W18421,1,1
W18422,6,7
W18423,2,1
W18424,1,1
W18425,25,9
W18426,1150,44
W18427,1,1
W18428,7,6
W18429,2,1
W18430,2,1
W18431,2,1
W18432,17,8
W18433,5,5
W18434,3,1
W18435,1,1
W18436,1,1
W18437,5,5
W18438,10,10
W18439,2,1
W18440,1,1
W18441,2,1
W18442,10,10
W18443,2,1
W18444,10,7
W18445,2,1
W18446,1885,35
W18447,2,1
W18448,10,9
W18449,44,29
W18450,4,5
W18451,26,18
W18452,2,3
W18453,4,1
W18454,3,1
W18455,10,3
W18456,51,18
W18457,11,7
W18458,11,10
W18459,20,9
W18460,1,1
W18461,11,12
W18462,69,27
W18463,15,3
W18464,22,13
W18465,3,6
W18466,67,26
W18467,43,10
W18468,10,14
W18469,18,19
W18470,199,31
W18471,9,8
W18472,8,10
W18473,32,20
W18474,228,34
W18475,46,21
W18476,10,5
W18477,30,18
W18478,1,1
W18479,10,9
W18480,2,1
W18481,6,1
W18482,64,25
W18483,3,6
W18484,1,1
W18485,5,1
W18486,124,37
W18487,97,22
W18488,1,1
W18489,15,17
W18490,1,1
W18491,31,10
W18492,2,1
W18493,3,1
W18494,74,26
W18495,1,1
W18496,7,10
W18497,1,1
W18498,1100,43
W18499,95,36
W18500,5,1
W18501,32,22
W18502,4,1
W18503,2,5
W18504,6,1
W18505,4,8
W18506,730,44
W18507,1,1
W18508,107,28
W18509,31,16
W18510,5,1
W18511,24,16
W18512,2,1
W18513,5,1
W18514,19,1
W18515,1,1
W18516,17,1
W18517,740,37
W18518,2,1
W18519,2,1
W18520,4,5
W18521,12,6
W18522,1,1
W18523,1,1
W18524,8,3
W18525,4,1
W18526,6,9
W18527,105,20
W18528,32,10
W18529,29,16
W18530,4,8
W18531,1,1
W18532,2,2
W18533,27,12
W18534,73,21
W18535,10,12
W18536,1,1
W18537,3,3
W18538,20,15
W18539,38,23
W18540,67,19
W18541,1,1
W18542,18,14
W18543,2,1
W18544,243,38
W18545,7,8
W18546,31,13
W18547,3,4
W18548,2,1
W18549,6,6
W18550,4,1
W18551,841,40
W18552,15,7
W18553,4,1
W18554,8,5
W18555,2,1
W18556,2,1
W18557,1,1
W18558,13,10
W18559,3,5
W18560,15,4
W18561,3,1
W18562,30,6
W18563,22,19
W18564,490,37
W18565,2,1
W18566,2,1
W18567,4,1
W18568,3,5
W18569,40,16
W18570,10,1
W18571,1,1
W18572,5,1
W18573,2,1
W18574,2,1
W18575,2,1
W18576,1,1
W18577,5,4
W18578,1579,53
W18579,24,14
W18580,28,10
W18581,2,2
W18582,257,22
W18583,3,1
W18584,2,1
W18585,28,8
W18586,3,3
W18587,2,1
W18588,7,10
W18589,5,10
W18590,1,1
W18591,28,20
W18592,16,14
W18593,2,1
W18594,87,25
W18595,7,1
W18596,4,1
W18597,3,1
W18598,171,27
W18599,247,41
W18600,169,20
W18601,2,1
W18602,8,15
W18603,1,1
W18604,4,11
W18605,2,2
W18606,17,18
W18607,109,28
W18608,74,15
W18609,78,16
W18610,1,1
W18611,11,20
W18612,61,21
W18613,5,1
W18614,3,1
W18615,7,8
W18616,3,1
W18617,23,10
W18618,13,11
W18619,222,22
W18620,5,4
W18621,27,20
W18622,3,2
W18623,7,1
W18624,1,1
W18625,6,5
W18626,2,1
W18627,9,9
W18628,3,3
W18629,2,1
W18630,3,6
W18631,5,5
W18632,1832,52
W18633,1675,51
W18634,1,1
W18635,13,8
W18636,90,22
W18637,1,1
W18638,1,1
W18639,107,15
W18640,2,1
W18641,4,1
W18642,390,36
W18643,4,2
W18644,2,1
W18645,1,1
W18646,87,24
W18647,2,1
W18648,12,10
W18649,10,1
W18650,8,1
W18651,24,11
W18652,3,1
W18653,112,27
W18654,16,10
W18655,13,11
W18656,52,19
W18657,6,4
W18658,3,5
W18659,19,24
W18660,7,1
W18661,4,3
W18662,285,43
W18663,10,10
W18664,3,5
W18665,2,1
W18666,14,4
W18667,5,1
W18668,11,5
W18669,80,23
W18670,2,1
W18671,7,12
W18672,6,5
W18673,1,1
W18674,19,12
W18675,15,18
W18676,10,7
W18677,127,29
W18678,6,4
W18679,2,4
W18680,52,22
W18681,17,13
W18682,13,18
W18683,39,26
W18684,12,3
W18685,11,1
W18686,1,1
W18687,14,1
W18688,5,3
W18689,218,42
W18690,36,10
W18691,91,27
W18692,37,17
W18693,24,10
W18694,45,22
W18695,39,25
W18696,66,15
W18697,13,11
W18698,6,1
W18699,1,1
W18700,25,29
W18701,3,6
W18702,2,1
W18703,59,19
W18704,3,1
W18705,8,6
W18706,12,11
W18707,5,6
W18708,580,43
W18709,5,8
W18710,12,8
W18711,20,12
W18712,239,40
W18713,4,1
W18714,8,6
W18715,33,1
W18716,6,5
W18717,377,39
W18718,1,1
W18719,521,41
W18720,14,15
