"WID","login_count","level","playcount_sum","playtime_sum"
W11371,3,6,2,3079
W11373,43,13,3,1130
W11374,3,2,1,102
W11376,38,29,116,78190
W11377,5,1,1,606
W11378,10,3,2,1472
W11379,3,1,1,976
W11380,3,1,1,1272
W11381,6,6,4,2660
W11382,11,13,9,2753
W11383,4,11,6,6423
W11384,3,5,1,1495
W11385,234,37,330,160089
W11386,4,3,2,1419
W11387,41,24,73,46001
W11390,1,1,1,1664
W11391,26,5,2,2234
W11392,168,13,4,5402
W11393,2,1,1,1590
W11394,6,11,3,4577
W11395,29,1,1,0
W11396,17,7,2,2908
W11397,3043,58,3633,1709503
W11399,69,25,59,45918
W11400,1888,36,1903,954936
W11401,6,1,3,1490
W11402,90,11,9,9380
W11403,50,28,77,61589
W11404,140,33,291,144646
W11405,15,11,15,5976
W11406,4,5,1,1920
W11408,9,14,8,8084
W11409,316,46,626,394835
W11410,43,18,20,20404
W11411,5,6,1,1480
W11412,4,1,3,1088
W11413,28,1,1,449
W11414,2,1,1,1806
W11416,3,1,1,391
W11417,7,2,2,1273
W11418,4,1,1,1103
W11420,15,10,7,6668
W11421,591,46,781,547085
W11422,189,22,48,36113
W11423,5,1,1,1213
W11424,16,9,6,6864
W11425,7,1,1,497
W11426,25,21,28,28206
W11428,8,5,5,4534
W11430,2,5,2,2199
W11431,3,10,4,5312
W11432,2,1,1,761
W11434,92,25,17,10338
W11435,22,14,11,13707
W11436,43,14,15,10859
W11439,114,20,95,47503
W11440,6,9,3,3431
W11441,3,2,1,0
W11442,11,12,7,8943
W11443,2,5,1,1578
W11445,112,26,2,2337
W11446,34,24,30,21306
W11448,1,1,2,1376
W11449,1774,54,3173,1341285
W11450,20,11,22,6816
W11451,7,11,5,7466
W11452,33,33,103,95886
W11453,67,29,102,81390
W11454,868,51,1324,667350
W11457,18,14,22,12769
W11458,32,28,46,54808
W11460,11,11,10,6416
W11461,3,6,5,3049
W11463,4,6,2,1660
W11464,39,16,35,20876
W11465,3,1,1,0
W11466,19,18,17,13665
W11468,55,16,15,14460
W11469,8,11,20,11778
W11470,681,36,138,119043
W11471,36,12,1,691
W11472,48,25,60,35370
W11473,286,30,101,58616
W11474,7,13,1,1605
W11477,17,22,24,32252
W11478,57,9,3,1461
W11479,51,21,60,29673
W11480,35,21,26,28097
W11481,21,16,7,4067
W11482,3,1,2,2111
W11483,5,1,1,445
W11484,35,19,35,14781
W11486,21,15,15,13350
W11487,10,5,2,2086
W11488,19,16,31,12122
W11489,41,21,54,27767
W11490,53,22,28,26686
W11491,13,5,4,1834
W11492,3,1,1,584
W11493,4,1,3,851
W11494,63,20,42,32109
W11495,57,15,34,32242
W11496,5,12,6,8290
W11497,12,15,5,5632
W11498,9,8,2,2982
W11499,18,15,27,19247
W11500,20,11,7,8551
W11501,440,39,475,214453
W11502,10,15,8,10000
W11503,2,5,3,4235
W11505,6,9,4,4356
W11506,14,6,2,2644
W11507,10,12,7,6961
W11508,12,15,12,12933
W11509,166,22,119,46728
W11510,160,31,135,69681
W11511,7,9,3,2074
W11512,31,14,18,9051
W11513,52,21,81,36878
W11516,34,17,21,11056
W11518,4,2,2,211
W11520,34,14,21,12993
W11521,23,17,10,14585
W11522,57,21,41,28114
W11523,25,19,60,22714
W11524,46,29,52,58565
W11525,19,18,30,23899
W11526,486,36,308,151471
W11530,9,12,6,6458
W11531,308,7,17,5145
W11532,3,1,1,1051
W11533,17,12,12,7459
W11534,19,1,5,2527
W11535,6,10,9,6829
W11536,20,13,13,7270
W11538,85,26,114,48179
W11539,14,5,1,1417
W11542,24,17,25,16866
W11543,2,1,1,0
W11544,15,17,34,16860
W11545,14,18,6,7509
W11546,88,20,13,5718
W11547,1,1,1,1626
W11548,2,4,4,5951
W11549,8,4,2,729
W11550,7,1,1,613
W11551,82,15,38,24442
W11554,65,24,143,66583
W11555,80,23,80,42773
W11556,16,7,5,4437
W11557,30,22,38,23243
W11558,17,10,12,9917
W11559,20,11,6,4795
W11560,136,32,81,90021
W11561,3,6,1,1698
W11562,1,1,1,1545
W11564,5,9,7,3573
W11565,11,20,16,18023
W11566,9,11,8,3996
W11568,33,25,50,49441
W11569,2,6,1,1577
W11571,18,8,4,4368
W11572,1,1,2,2098
W11573,15,12,17,11573
W11576,40,25,43,45285
W11577,5,12,6,8310
W11579,17,11,5,3498
W11580,1,1,1,1581
W11581,5,10,2,3136
W11583,13,5,7,3779
W11584,9,1,1,649
W11586,55,22,63,38218
W11587,6,7,3,2763
W11588,10,7,1,1529
W11589,11,7,4,2535
W11590,15,9,4,3736
W11591,101,34,132,80660
W11592,90,23,1,0
W11593,7,1,1,387
W11594,52,23,20,18987
W11595,982,46,597,369251
W11596,17,17,34,17281
W11597,19,7,3,2930
W11598,3,5,2,1980
W11599,124,14,29,19292
W11600,2,1,2,3159
W11603,112,33,214,127148
W11604,14,11,7,5894
W11605,18,15,35,17318
W11606,9,2,2,807
W11608,8,16,12,11199
W11609,1,1,1,1622
W11610,4,8,4,5172
W11611,2,1,1,1522
W11612,31,20,5,4236
W11613,4,5,3,3845
W11615,2,11,7,10512
W11616,70,24,56,28788
W11618,4,2,2,1389
W11619,915,51,2336,976064
W11620,43,23,33,36779
W11621,3,4,1,1534
W11622,21,19,9,8972
W11624,1104,51,1412,770965
W11625,23,28,79,53849
W11626,2,1,1,1519
W11628,12,18,16,21546
W11629,9,13,17,8771
W11630,20,16,22,7253
W11632,2168,61,4505,2171067
W11633,8,12,21,7221
W11634,10,14,8,6381
W11636,6,14,5,6721
W11637,545,45,368,263040
W11638,17,8,2,3092
W11639,6,5,3,1416
W11640,17,13,12,8366
W11641,203,39,251,184298
W11642,19,11,19,7926
W11643,43,24,47,30378
W11644,6,3,1,804
W11645,33,13,5,5851
W11646,3,9,3,3342
W11647,152,30,127,70906
W11649,39,23,71,31158
W11650,47,17,22,15212
W11651,2,3,1,1016
W11652,44,13,8,5780
W11653,1,1,2,3159
W11654,31,13,38,10147
W11655,5,1,2,3301
W11657,20,11,10,6422
W11658,4,2,1,0
W11659,8,10,5,4890
W11660,18,11,15,11012
W11661,5,4,3,1699
W11663,69,23,31,17484
W11664,5,3,10,3820
W11665,6,1,1,602
W11666,13,16,21,18582
W11668,18,13,15,12759
W11669,5,12,4,4932
W11670,998,44,946,446366
W11671,3,1,1,89
W11672,24,10,14,5445
W11674,52,25,47,41916
W11675,2,5,1,1569
W11676,46,30,79,63574
W11677,2,6,3,3770
W11678,3506,48,1385,582661
W11679,6,1,1,90
W11681,1,1,1,1549
W11682,10,9,8,5164
W11684,116,22,35,20714
W11686,18,12,10,5876
W11687,7,10,5,7566
W11688,54,15,20,18048
W11690,8,9,2,924
W11691,9,13,10,4549
W11693,4,1,1,435
W11694,6,11,3,3761
W11695,6,4,5,2382
W11697,11,18,30,20628
W11698,47,18,52,25834
W11699,21,14,11,8063
W11700,13,5,2,380
W11701,2,4,3,1618
W11702,5,9,4,5056
W11703,18,8,3,3902
W11704,6,2,4,2651
W11705,2,4,2,617
W11707,5,1,1,1506
W11708,47,21,15,10624
W11709,24,6,2,1019
W11711,11,12,24,10637
W11712,7,4,3,1501
W11713,8,9,2,1034
W11714,3,1,1,752
W11716,7,1,1,546
W11718,4,1,2,607
W11723,163,32,126,99370
W11724,4,1,1,499
W11727,24,16,53,23109
W11728,233,32,365,188365
W11729,13,7,2,1315
W11730,8,1,1,353
W11731,6,6,1,1554
W11732,5,14,4,2815
W11733,223,26,44,44067
W11736,30,23,16,8434
W11737,91,33,146,73207
W11738,2,6,1,1532
W11740,11,12,9,6602
W11741,5,1,1,0
W11745,570,41,490,183628
W11746,10,12,3,2119
W11747,1479,47,1399,530773
W11749,340,29,151,67285
W11750,5,1,3,2208
W11751,3,1,2,1199
W11753,6,1,1,667
W11754,3,1,2,1024
W11755,4,8,3,4497
W11756,44,14,31,11449
W11757,3,1,1,452
W11758,5,10,5,5175
W11759,74,24,48,25406
W11760,13,16,46,19771
W11761,29,19,29,19879
W11762,24,10,2,2248
W11764,29,17,28,21131
W11765,1,1,4,2119
W11766,11,3,1,581
W11767,17,1,2,2135
W11768,14,21,17,18905
W11770,42,16,5,6786
W11771,2,1,1,1577
W11772,3,1,2,2399
W11773,16,10,8,7371
W11774,13,17,16,9674
W11775,2,1,1,0
W11777,11,1,1,564
W11778,45,26,51,33011
W11782,26,12,17,13526
W11783,1,1,1,1506
W11784,5,2,3,1333
W11785,2,1,1,979
W11786,7,10,3,4156
W11788,19,6,1,1633
W11789,159,37,269,131481
W11790,55,25,45,30368
W11791,7,12,12,5406
W11793,30,9,2,2795
W11794,5,1,1,595
W11795,13,6,3,1875
W11796,2,1,1,44
W11798,12,10,6,3491
W11802,9,17,8,9997
W11803,6,9,6,5380
W11804,3,1,1,1537
W11806,14,8,2,3044
W11808,1,1,2,1591
W11809,2,9,5,6320
W11810,4,1,1,1221
W11811,7,1,1,453
W11813,46,16,12,14729
W11814,61,14,8,8599
W11816,52,11,12,8568
W11817,9,2,4,3300
W11818,3,1,1,104
W11819,305,36,152,100463
W11820,61,18,40,22302
W11822,41,25,30,21588
W11823,25,12,31,9874
W11824,67,23,42,28857
W11825,24,22,16,17469
W11826,89,22,51,18690
W11827,2,1,1,129
W11828,7,5,2,1210
W11829,458,36,271,135750
W11830,13,18,32,17334
W11831,5,1,3,2562
W11832,18,10,9,5342
W11834,8,13,23,10787
W11836,59,25,79,47635
W11837,200,30,100,83592
W11838,24,6,3,2890
W11841,53,21,85,47817
W11842,3,2,1,836
W11843,13,17,45,14262
W11844,1,1,1,648
W11846,2,1,2,2352
W11847,71,21,64,30305
W11848,109,39,464,255727
W11849,16,17,13,13229
W11851,12,13,14,11665
W11852,8,3,1,483
W11854,7,9,4,2919
W11855,427,27,79,45075
W11857,5,10,12,8345
W11862,18,13,20,9212
W11863,20,15,18,11282
W11867,6,16,10,12052
W11868,20,11,21,9663
W11869,38,18,32,21955
W11870,5,1,1,89
W11871,12,5,2,3040
W11873,7,13,21,12541
W11874,8,14,12,5970
W11875,10,13,8,7101
W11876,123,31,141,93721
W11878,4,5,2,1783
W11879,3,5,1,1626
W11880,395,42,378,259152
W11881,24,22,30,38578
W11882,23,16,34,21667
W11884,1,1,1,1545
W11885,5,6,4,1239
W11886,8,16,10,11568
W11887,26,18,10,10952
W11888,6,5,1,1525
W11890,11,16,9,10371
W11891,46,26,38,32184
W11892,5,2,2,708
W11893,12,8,6,3631
W11894,70,31,80,68786
W11896,22,16,4,5348
W11897,233,34,257,118936
W11898,16,5,2,871
W11899,96,35,178,102897
W11900,4,6,2,2571
W11901,11,6,6,7201
W11902,32,18,36,15845
W11904,14,4,2,1622
W11905,40,23,30,28736
W11906,13,3,2,594
W11908,32,17,29,25443
W11909,6,9,2,3091
W11910,4,3,1,657
W11911,77,30,98,101346
W11912,65,25,53,37087
W11913,15,24,27,26246
W11915,6,10,5,3860
W11916,3,1,1,89
W11917,14,14,23,12312
W11918,9,15,15,9648
W11920,7,13,10,7617
W11925,2,2,1,336
W11926,54,20,54,25147
W11927,2,1,1,89
W11928,4,8,2,2310
W11929,4,1,1,374
W11930,38,21,17,12176
W11931,9,10,6,5082
W11932,1,1,1,183
W11933,3,3,8,4864
W11934,4,5,6,6324
W11935,147,24,29,28773
W11937,37,22,31,26010
W11938,52,29,92,45232
W11939,47,21,43,21191
W11940,14,10,23,9008
W11941,522,26,95,80247
W11942,2,5,1,1486
W11943,21,10,11,8089
W11945,10,1,2,1009
W11946,31,25,25,31820
W11947,4,1,1,89
W11948,46,22,31,23313
W11950,4,1,3,3331
W11951,18,10,2,3253
W11953,8,12,2,1595
W11954,2,6,8,5189
W11955,29,14,35,15803
W11956,7,8,7,5825
W11957,9,9,8,7532
W11958,22,9,7,3584
W11959,19,14,3,1799
W11961,10,9,11,5593
W11962,1,1,1,1612
W11963,624,45,923,516253
W11964,2,1,1,737
W11965,18,1,4,2066
W11967,37,9,4,4951
W11968,805,46,968,451418
W11970,54,13,7,4326
W11972,70,25,67,30359
W11973,5,9,2,3537
W11974,40,19,42,27557
W11975,111,28,131,62147
W11976,263,34,305,143534
W11977,18,12,11,10363
W11978,32,21,29,14916
W11979,41,27,110,72444
W11980,3,1,2,1539
W11981,2,1,7,1388
W11982,2,1,1,1721
W11983,2,1,1,89
W11984,28,5,7,3584
W11987,12,5,2,1860
W11988,264,35,157,133736
W11989,6,3,1,90
W11991,16,1,2,707
W11992,9,12,9,6145
W11993,769,53,1298,684408
W11994,81,34,240,101429
W11995,8,9,4,3399
W11996,45,17,17,17903
W11997,43,14,2,3141
W11998,4,5,6,1499
W11999,18,19,14,15789
W12000,7,1,1,60
W12001,3,3,1,1083
W12003,15,13,15,7569
W12004,13,13,5,6462
W12005,11,15,10,12539
W12006,17,14,12,11423
W12008,2,6,1,1547
W12009,3,2,2,935
W12010,15,17,19,8577
W12011,171,37,171,148275
W12012,29,23,51,29064
W12013,10,1,2,573
W12017,75,29,67,58162
W12018,37,13,8,9089
W12019,189,32,263,101684
W12020,14,12,13,8488
W12022,65,29,85,70064
W12023,2,1,1,790
W12024,20,19,13,12949
W12025,74,21,17,13290
W12026,18,11,10,7623
W12029,3,4,2,639
W12030,22,21,38,21061
W12032,83,27,53,39655
W12033,458,47,613,418568
W12034,46,28,54,53389
W12035,24,20,34,23168
W12036,588,47,638,344688
W12038,551,48,706,398760
W12039,62,15,11,13050
W12040,6,10,4,5049
W12041,14,3,2,1638
W12042,13,2,3,1765
W12043,2,1,1,862
W12044,280,35,301,144058
W12046,88,17,46,25061
W12047,2,6,1,1540
W12049,29,10,16,14041
W12050,27,12,22,9760
W12051,71,33,87,77629
W12052,120,34,186,127628
W12053,236,33,386,161905
W12055,8,7,1,1561
W12056,19,12,9,3134
W12057,28,11,6,6473
W12058,4,6,2,1895
W12059,953,54,2408,989569
W12060,4,8,14,7989
W12062,65,23,66,33592
W12063,1,1,1,1549
W12064,7,9,10,4478
W12065,10,14,7,10663
W12066,35,19,29,23172
W12069,6,3,1,763
W12070,132,25,31,35064
W12072,7,8,3,3091
W12074,6,6,1,1457
W12075,45,16,75,28004
W12076,11,18,10,13302
W12077,15,12,20,11763
W12078,76,36,178,115520
W12079,6,8,2,1929
W12080,56,24,59,48937
W12081,5,10,4,4965
W12082,6,4,2,2017
W12083,98,27,81,56072
W12084,48,21,48,31774
W12086,4,6,3,3607
W12087,6,1,1,89
W12089,52,13,38,17207
W12090,32,17,55,27511
W12091,30,27,65,39377
W12093,9,14,10,12684
W12095,45,8,3,3394
W12096,4,6,4,4719
W12099,11,10,3,2626
W12100,1,1,4,3580
W12101,5,1,1,60
W12104,1,1,2,2754
W12105,7,4,1,1520
W12106,15,10,9,8113
W12108,7,3,1,951
W12109,2,5,1,1615
W12110,24,19,19,16814
W12111,5,6,1,1618
W12112,18,8,2,3134
W12113,5,8,5,3936
W12114,3,3,1,1441
W12115,1,1,1,1546
W12116,7,12,3,2440
W12117,24,14,14,8417
W12118,63,22,23,16910
W12119,5,5,1,1680
W12120,24,19,30,19744
W12121,2,1,1,60
W12122,61,24,70,37757
W12123,29,17,22,19720
W12124,85,31,124,80565
W12125,2,1,1,1602
W12126,4,1,2,2893
W12128,36,2,2,1474
W12129,19,12,13,8858
W12131,18,17,31,14149
W12132,36,26,55,32878
W12133,46,16,6,2795
W12134,43,20,41,22912
W12135,168,41,154,141831
W12137,13,13,7,7551
W12139,16,1,1,520
W12141,15,7,2,2443
W12142,2,6,1,1663
W12143,7,13,3,2981
W12144,28,24,33,30287
W12145,2,1,2,1855
W12146,8,7,7,8316
W12147,17,14,15,13546
W12148,2,6,2,2020
W12149,2,5,2,3024
W12150,5,1,1,534
W12151,3,6,3,3134
W12152,6,2,2,569
W12154,1,1,1,948
W12155,36,18,79,44703
W12156,10,1,1,0
W12159,11,8,7,4896
W12160,15,12,4,4944
W12161,2072,60,2934,1444955
W12164,81,17,6,5703
W12165,422,30,63,68678
W12166,8,8,6,2637
W12167,1,1,3,2638
W12169,3,2,3,2351
W12170,2,1,1,641
W12172,10,6,3,3063
W12174,5,5,2,1422
W12175,22,15,33,15483
W12176,10,10,7,5486
W12177,22,16,35,11871
W12179,31,6,5,3216
W12180,5,2,3,1934
W12181,11,15,28,18057
W12182,9,11,10,5538
W12183,54,26,57,29309
W12184,381,36,345,158957
W12186,2,1,2,2220
W12187,4,1,4,957
W12188,149,22,194,109672
W12190,2,1,1,161
W12191,6,5,1,855
W12192,6,1,1,0
W12193,22,16,17,9458
W12194,6,7,1,1519
W12195,388,46,921,477598
W12197,14,16,13,10144
W12198,24,12,17,9842
W12199,143,30,164,90107
W12200,22,15,51,23084
W12201,1,1,4,2659
W12202,3,6,2,2922
W12203,41,25,46,38217
W12204,10,2,4,736
W12205,542,30,89,42766
W12206,18,11,4,2234
W12208,3,1,1,1532
W12210,8,6,2,1564
W12211,7,12,5,6114
W12212,96,8,2,2932
W12213,7,8,3,3258
W12216,94,35,87,114094
W12217,2,5,1,1531
W12218,26,1,1,451
W12219,3,9,2,1707
W12222,14,16,12,10099
W12223,57,19,22,9883
W12225,34,24,44,37915
W12226,23,21,21,13874
W12227,49,11,13,7510
W12228,22,12,11,6532
W12229,14,18,41,25917
W12230,7,7,5,1933
W12231,56,16,27,11947
W12232,21,19,18,19771
W12233,17,10,9,6977
W12234,4,1,1,89
W12236,260,38,287,156824
W12237,28,24,54,29712
W12238,124,30,100,60772
W12239,4,6,1,1412
W12240,2,1,1,541
W12242,45,24,47,29342
W12243,38,26,38,45622
W12244,19,1,3,1943
W12245,36,15,15,9164
W12246,8,16,41,21405
W12247,21,12,11,7381
W12249,9,13,6,7329
W12250,35,24,30,32557
W12251,100,20,53,26091
W12254,5,10,5,6468
W12255,3,10,2,3221
W12256,4,1,1,433
W12257,2,1,1,1504
W12258,2,1,1,1591
W12259,1535,52,2220,1075523
W12260,3,6,1,1495
W12261,27,13,51,16226
W12262,4,1,3,2632
W12263,888,44,1021,444962
W12264,6,2,2,2219
W12265,31,21,38,32500
W12266,5,1,1,358
W12267,3,8,5,4541
W12269,34,18,31,14125
W12270,119,15,60,19285
W12271,4,2,1,741
W12272,3,4,2,702
W12274,206,37,361,179587
W12275,5,3,3,1794
W12276,8,8,3,3387
W12277,40,18,54,8475
W12278,22,12,12,8236
W12279,7,4,5,2335
W12281,2,1,1,1314
W12282,4,1,1,552
W12283,5,1,1,1411
W12284,4,2,2,1748
W12285,24,2,1,89
W12289,18,10,10,7078
W12290,3,10,7,8858
W12292,4,2,1,138
W12293,21,20,19,19088
W12294,60,27,40,36946
W12295,53,30,118,74685
W12296,3,1,3,3069
W12297,1,1,1,1628
W12299,760,28,59,57499
W12300,158,26,168,89533
W12302,11,8,6,3650
W12303,12,9,4,3710
W12305,5,8,2,1333
W12306,6,8,2,3104
W12307,29,25,41,22577
W12309,26,23,46,39005
W12310,28,2,1,426
W12311,6,1,2,1676
W12312,53,31,212,132341
W12313,3,1,1,476
W12315,1,1,1,1514
W12316,23,12,11,6547
W12317,20,7,4,4006
W12318,27,11,8,5651
W12319,9,1,1,153
W12320,5,1,1,1351
W12321,13,10,15,7877
W12322,3,1,1,1031
W12323,6,3,4,2356
W12325,4,2,2,402
W12327,76,30,175,83047
W12328,99,27,74,48483
W12330,32,10,7,5377
W12331,4,9,8,5928
W12332,57,21,21,13390
W12333,179,37,316,138312
W12334,2,1,1,0
W12335,680,42,922,476006
W12336,4,9,13,7612
W12337,34,18,9,6231
W12338,4,10,5,7665
W12339,61,20,23,18726
W12340,97,23,152,52523
W12341,5,6,1,1542
W12343,22,12,15,11477
W12344,5,13,12,7577
W12346,7,6,5,3599
W12347,8,11,2,3080
W12348,8,9,3,4521
W12349,4,1,2,808
W12350,9,12,11,7401
W12351,2,1,1,173
W12352,10,6,5,3085
W12354,160,35,236,146985
W12355,39,20,36,16013
W12356,71,24,21,17112
W12357,252,42,405,205252
W12359,259,26,149,86995
W12360,3,6,1,1553
W12361,3,1,1,1533
W12362,5,9,6,5401
W12364,221,31,27,19047
W12365,1340,60,2597,1512146
W12367,26,12,3,3532
W12368,85,25,53,21293
W12369,313,36,306,151990
W12371,17,14,16,8006
W12372,16,20,12,6597
W12374,5,5,2,3028
W12375,3,2,1,558
W12378,2,5,2,3330
W12379,3,6,2,3053
W12380,2,3,1,1365
W12381,29,22,19,22835
W12382,106,27,95,73453
W12383,10,1,3,1293
W12385,5,8,4,4098
W12386,129,30,79,75122
W12389,19,18,15,12790
W12390,8,5,3,1942
W12392,1,1,2,2055
W12393,25,22,25,19215
W12394,3,3,4,3385
W12396,8,6,5,1402
W12397,5,7,6,4252
W12398,34,19,29,27834
W12399,5,11,11,7442
W12400,4,5,3,3063
W12401,10,20,19,18033
W12402,34,9,17,12778
W12403,90,22,37,25152
W12404,4,1,1,395
W12405,5,7,3,1748
W12408,9,23,27,32492
W12410,3682,46,564,331531
W12411,245,35,382,150292
W12412,47,37,177,127710
W12413,27,25,31,32863
W12414,13,15,8,5465
W12416,9,5,4,1706
W12417,73,32,155,72436
W12418,9,19,19,17162
W12419,4,3,2,909
W12420,45,10,3,1810
W12421,336,37,156,180741
W12422,26,18,29,20157
W12423,20,5,4,1988
W12424,3,1,1,1423
W12425,268,36,244,126990
W12426,24,22,17,10609
W12427,2,1,2,2209
W12428,38,23,23,13763
W12430,8,4,2,1194
W12431,20,12,7,8510
W12432,3,1,1,1697
W12433,1218,54,1100,714205
W12435,5,1,3,3133
W12436,9,10,3,4570
W12437,211,38,164,124227
W12440,2,1,1,1598
W12441,693,43,598,415595
W12442,81,27,93,56324
W12445,22,15,13,9072
W12446,5,10,3,3515
W12447,99,33,126,85715
W12449,17,12,11,7628
W12451,8,7,2,2019
W12452,7,3,3,2638
W12453,3,1,1,627
W12454,24,8,6,2282
W12455,9,11,3,2314
W12456,9,12,1,0
W12458,5,7,5,3356
W12460,44,31,97,104187
W12461,455,44,836,369755
W12462,37,27,40,50256
W12463,19,14,2,1757
W12464,2,1,2,2651
W12465,4,1,3,3027
W12466,2,1,1,1168
W12468,258,44,545,509532
W12469,27,30,92,71195
W12470,1,1,1,1541
W12471,191,39,181,183880
W12473,22,27,43,61516
W12474,38,20,17,12939
W12475,6,11,1,1672
W12476,10,6,1,624
W12477,26,25,28,31313
W12478,3,1,1,521
W12479,8,3,1,1122
W12480,202,33,126,98973
W12481,7,5,2,1483
W12483,12,8,8,4680
W12484,33,21,22,20510
W12485,2,1,1,1632
W12486,39,23,26,21999
W12489,7,1,1,513
W12490,4,4,2,790
W12491,46,19,23,15454
W12492,5,7,5,2954
W12493,4,6,13,3119
W12494,19,15,2,1713
W12495,530,49,1385,697836
W12496,358,31,72,66475
W12497,2,1,1,1614
W12498,403,45,395,404066
W12499,49,17,23,24746
W12500,247,37,341,101590
W12502,85,34,153,97088
W12505,115,28,120,62478
W12506,9,12,7,7141
W12507,227,39,219,207378
W12509,17,9,12,9584
W12510,125,36,240,163194
W12511,5,5,1,1474
W12512,9,7,6,3050
W12514,58,28,90,37518
W12515,2,1,1,688
W12517,183,36,305,124575
W12518,5,9,6,4428
W12519,38,9,8,5139
W12521,9,20,23,17093
W12522,2,1,1,653
W12523,12,4,2,858
W12524,29,3,2,327
W12526,7,8,5,5574
W12527,14,21,34,22955
W12528,3,1,2,1385
W12531,10,6,2,3133
W12532,7,8,5,5438
W12534,15,15,13,13446
W12535,37,25,48,33273
W12536,121,28,83,51884
W12537,8,5,4,2191
W12539,9,12,7,8182
W12540,4,6,1,1588
W12541,4,1,1,120
W12542,24,15,6,3024
W12544,4,6,10,8896
W12547,17,19,17,9612
W12548,3,4,3,1958
W12549,14,22,25,34012
W12553,7,2,2,1546
W12554,49,23,31,16384
W12555,11,2,5,1191
W12557,8,1,1,747
W12558,90,29,124,58308
W12559,8,9,3,3924
W12560,347,17,19,17895
W12561,3,7,5,5406
W12563,11,3,1,499
W12565,3,9,2,3071
W12566,5,11,9,5980
W12567,65,18,38,20268
W12568,4,1,1,0
W12569,18,9,14,8803
W12570,67,24,44,44488
W12571,306,15,13,9610
W12572,91,16,21,18036
W12573,76,25,77,38178
W12574,13,2,3,2679
W12575,43,18,16,12389
W12576,33,24,30,19483
W12577,99,20,35,31747
W12581,6,5,12,4677
W12582,22,13,6,5406
W12583,47,25,15,14007
W12584,6,1,1,1581
W12585,14,14,12,11070
W12586,2,4,1,1132
W12587,70,25,98,43106
W12589,3,1,1,763
W12590,715,55,1121,846654
W12591,38,5,4,2779
W12592,920,22,54,31209
W12593,27,19,44,19565
W12594,4,1,1,0
W12595,8,7,6,3398
W12596,96,27,134,80733
W12598,12,8,3,2096
W12599,7,3,7,4015
W12600,26,11,13,6165
W12601,23,15,35,16679
W12602,12,14,6,4035
W12604,4,2,1,1147
W12605,13,17,18,11668
W12606,1,1,1,1533
W12607,13,8,3,3008
W12608,13,12,18,7526
W12609,15,1,1,528
W12610,1,1,2,1783
W12612,67,24,73,47986
W12613,2,5,2,2252
W12614,2,6,1,1591
W12615,2,1,2,2526
W12616,13,10,8,4296
W12617,9,16,2,823
W12618,1082,56,3428,1801891
W12619,2,1,1,650
W12620,44,27,108,66524
W12621,3,2,1,30
W12622,3,12,2,2429
W12623,7,11,2,1921
W12624,2,6,1,1669
W12625,10,13,4,5142
W12626,25,25,47,47718
W12627,14,9,6,7864
W12628,9,17,9,11861
W12629,328,41,446,284994
W12630,5,2,2,243
W12631,14,10,18,7436
W12632,15,8,3,2378
W12633,6,5,1,1455
W12635,5,8,4,3520
W12636,18,19,21,19840
W12637,5,2,2,714
W12638,4,1,1,144
W12639,19,14,9,10068
W12641,17,18,81,25321
W12644,13,12,6,5124
W12646,5,10,10,8145
W12647,3,1,1,552
W12649,125,32,90,85902
W12650,15,9,8,7965
W12651,209,9,8,4963
W12652,5,10,7,6830
W12653,22,18,21,16343
W12654,22,10,6,6913
W12655,31,15,24,12706
W12656,4,1,2,2923
W12657,4,6,3,3944
W12658,14,4,2,1298
W12659,12,9,3,4259
W12660,60,23,25,24188
W12661,23,1,1,577
W12662,8,6,1,1572
W12663,7,6,4,3744
W12664,4,1,1,466
W12666,7,12,5,4820
W12668,14,3,4,1841
W12669,13,2,2,1510
W12670,7,9,4,5061
W12671,16,12,7,6532
W12674,2,1,1,1555
W12675,85,25,102,38048
W12676,5,7,6,5958
W12677,6,2,1,384
W12678,488,41,292,256810
W12679,1,1,2,1886
W12680,23,22,19,14575
W12681,3,2,2,552
W12682,16,19,12,15297
W12683,1218,51,752,359478
W12684,9,17,8,9617
W12685,5,1,1,0
W12686,44,22,98,44836
W12687,4,9,3,4674
W12688,102,19,19,15902
W12689,1,1,1,1523
W12693,148,31,96,66372
W12694,20,11,5,6347
W12697,56,20,28,13834
W12698,18,14,19,13125
